GeneSymbol	ENTREZ.ID	log2FC_rectum	pvalue_rectum
BIRC3	330	0.888504228370613	7.70164491815367e-05
BNIP3	664	0.586748761471138	0.00354896082856943
BRSK1	84446	0.610014682875291	0.0113410604674103
BST2	684	0.716192898211632	0.00101663988537593
BTNL2	56244	-3.33911948016077	5.05908330938861e-08
C11orf96	387763	0.716720657309496	0.00753546617517087
C17orf78	284099	-4.61038206963388	4.82766463574045e-17
C19orf38	255809	1.01068112245232	8.24267254511382e-05
C1orf105	92346	-1.68622902932178	0.000214607091465979
C1R	715	0.670365330922018	0.00820477890657097
C2	717	1.24676766111293	2.72851311593403e-07
C2CD4A	145741	2.28898136563276	2.09676768524296e-10
C2CD4B	388125	1.24211936185782	1.74708210171817e-05
C3orf36	80111	0.696677066390929	0.0139802117958503
C4A	720	0.75317080093426	0.0207204802764198
C4B	721	0.88329991716356	0.00497216253393254
C4BPA	722	2.56678334576582	7.44155785921206e-09
C4BPB	725	3.09049278825456	1.4306451140301e-17
C5AR1	728	1.31676558479806	6.97838412843449e-05
C5AR2	27202	0.789044082002141	0.00687593049178932
C6orf223	221416	3.17888929817993	1.18019400479287e-17
CA9	768	0.947023694378685	0.00519736743642291
CACNA1C	775	0.674731357829572	0.00121642824442564
CAPN11	11131	1.34959326164929	0.000107191190254104
CAPN14	440854	0.938595628552515	0.0198123924610294
CARD14	79092	1.7497229941304	1.13244774523447e-07
CARD16	114769	0.646239436876048	1.79629580990733e-05
CARD6	84674	0.654450278797674	0.00192287669110325
CASP1	834	0.957090670953927	6.44663230658422e-08
CASP10	843	0.719546418183126	4.30733014810426e-05
CASP1P2	440067	1.00511369968114	0.00275172142585694
CASP5	838	1.69042107596328	7.74523283278069e-08
CASR	846	-0.723574635436418	0.00651143060801312
CASS4	57091	1.1292139882799	2.1241095820055e-05
CATSPERB	79820	0.860689559567398	5.56547168216949e-05
CBLN2	147381	-0.714505033225333	0.00444065951455688
CBR3	874	0.882082590556567	0.000178199195918547
CBS	875	-0.598883206040382	0.0327657850073731
CBX2	84733	0.63013254569985	0.00680283324980415
CCAT1	100507056	0.741546571388875	0.0324188206883781
CCDC3	83643	1.05237696353092	0.000257053932150658
CCDC88B	283234	0.715682639120031	0.000241805560744221
CCL11	6356	2.32372367994771	1.51090742426937e-09
CCL13	6357	0.759158793512324	0.0353101832857672
CCL17	6361	1.84251471514346	0.000318425479235965
CCL18	6362	1.44474132170871	0.000675405124609456
CCL2	6347	1.07556919147577	0.000919639668715972
CCL20	6364	1.51476456130812	0.000134921445421247
CCL25	6370	-2.38666950575498	7.71583102526656e-07
CCL26	10344	0.679678297771851	0.00772863519985202
CCL3	6348	2.29255437800777	1.62964378158998e-07
CCL4	6351	2.07189050946495	2.63261722840618e-08
CCL4L2	9560	1.70650623421166	0.00032868310606804
CCNO	10309	1.22211659248382	0.00101958630451524
CCR1	1230	1.07418935115134	8.31577847930617e-05
CCR10	2826	0.695653002351653	0.037095363196043
CCR3	1232	1.43032435045558	1.34445771399485e-05
CCR5	1234	0.676503337994513	0.000533123741683291
CCR8	1237	1.19058464832911	0.00243050987237418
CCR9	10803	-0.931125143030831	0.000442640065308464
CD1B	910	1.55775898055233	8.12683457255867e-05
CD248	57124	0.611344323801242	0.0207844889456837
CD274	29126	2.15833537013224	8.29745272711239e-12
CD300C	10871	0.650058493779822	0.00715675036740964
CD300E	342510	4.86395340897579	2.22979128774115e-16
CD300LF	146722	0.664190260326829	0.00138074087147084
CD38	952	0.832933789538241	0.00391670574279454
CD40	958	0.823003044709173	0.000870646959438667
CD55	1604	1.49145270567639	2.8841672613015e-07
CD80	941	1.4060493765268	4.25269828741566e-05
CD93	22918	0.601483561960389	0.00976693633291713
CDC25B	994	0.788684055032984	7.96000005620885e-06
CDC42EP2	10435	0.743364774212586	0.000594258346269151
CDH3	1001	2.22033995555513	1.30672122231225e-07
CDH5	1003	0.736738311812347	0.00065687795273199
CEACAM1	634	0.663925400518425	0.019523617809539
CEACAM20	125931	-3.54594968270956	7.55817975672188e-14
CEACAM21	90273	0.584059702229293	0.0203390730637871
CEACAM4	1089	2.67077652936236	5.1528012251643e-09
CEACAM6	4680	0.890755610996054	0.00628025087141495
CEBPB	1051	0.693711246705698	0.00215510646066555
CEBPE	1053	1.34403939598651	1.80359077237796e-05
CERKL	375298	-0.904346754720141	0.00026682752427653
CFB	629	1.7262401630914	1.68754948089346e-09
CFI	3426	1.17756113942568	7.29389700572275e-05
CFP	5199	0.717267614183233	0.0116712783601904
CGREF1	10669	0.62313760745865	0.0130179598401475
CH25H	9023	0.737129410126384	0.00526769677844427
CHAC1	79094	2.05514640473348	4.46012826910201e-12
CHI3L1	1116	5.96529320248372	4.77210960738022e-22
CHI3L2	1117	1.75352590611032	0.000270987635203372
CHN1	1123	0.618354882490084	0.0416680086357335
CHN2	1124	-0.583220165663194	0.00690848280233485
CHRDL2	25884	2.86094833497597	1.00219708574849e-08
CHRNE	1145	0.637593504716088	0.0415069070495451
CHST11	50515	0.591479054608025	0.0154140041236848
CHST15	51363	0.583770561388922	0.0161446520680036
CHST2	9435	0.919931905515071	0.00121300683184991
CHST3	9469	0.895061732790147	0.000125853799101195
CIDEB	27141	-0.620507549720732	0.00339832625290278
CIITA	4261	0.667387182615052	0.00493067192295623
CKMT2	1160	-0.764610335470048	0.00782737865168661
CLC	1178	1.49078806649195	6.430250833915e-06
CLCA3P	9629	1.62802222225463	0.000652581463395865
CLDN1	9076	1.03780391052461	0.00126307385858538
CLDN15	24146	-0.967954703067983	9.52132524154398e-06
CLDN18	51208	3.51543646462525	2.30423220591775e-10
CLEC12A	160364	1.56859512390881	2.89969942118082e-07
CLEC1A	51267	0.609792187039974	0.00762988348650403
CLEC4A	50856	0.909977459109351	0.000333155516158632
CLEC4D	338339	4.0418216987248	8.20446292290964e-10
CLEC4E	26253	3.55124888026412	3.79038724920461e-12
CLEC5A	23601	2.55864562227208	7.41642253364331e-07
CLEC6A	93978	3.4243111522292	1.57665745370286e-07
CLEC7A	64581	0.862195794147828	0.000577560623877463
CMA1	1215	-0.6814847116703	0.0300279598545148
CMTM2	146225	4.60072462846442	1.07568758428076e-13
CNTFR	1271	-1.01723215499277	0.0111396699758806
CNTN1	1272	-0.775882530120427	0.00315246371257823
CNTN2	6900	-0.679461710104778	0.0183391441344461
CNTN4	152330	-0.656366806904776	0.000648602661115291
CNTNAP3	79937	0.792235049515052	0.00235435480990229
COL12A1	1303	1.6163071874509	1.60665741460105e-05
COL15A1	1306	0.854404318269195	0.00358975468984512
COL18A1	80781	1.04509572044157	0.000270844112764436
COL1A1	1277	1.53803657434002	1.24403231091794e-05
COL1A2	1278	1.06738228422635	0.000434543762867302
COL22A1	169044	0.833875695005691	0.0386412181833467
COL23A1	91522	1.67654197038423	1.34042517944918e-07
COL24A1	255631	1.07423672018863	0.0024212664663224
COL3A1	1281	0.866027254969553	0.00412047159231122
COL4A1	1282	1.41635744107862	1.59356338899894e-06
COL4A2	1284	0.831574242323776	0.000492872499005273
COL5A2	1290	0.897965375928726	0.0018198580792094
COL5A3	50509	1.61187429865343	8.22390590700661e-08
COL6A1	1291	0.754781466221523	0.00440072795893007
COL6A3	1293	1.35439180573383	6.295800363121e-06
COL7A1	1294	3.03587446784921	1.84436754554011e-10
COL8A1	1295	2.03155532713137	8.13580122171192e-06
COLEC10	10584	0.837451487967227	0.020817348123586
COX4I2	84701	1.18580700710809	0.000158479913630127
CPA2	1358	-1.15839128094491	0.00185962106317335
CPO	130749	-4.4262515147187	1.9148869234684e-17
CPS1	1373	-1.65333910230279	0.000248837106637347
CPT1C	126129	0.728570132828011	0.00823507553915569
CPXM1	56265	2.47786348785612	2.76036137949362e-11
CRABP1	1381	-1.1275227637405	0.00415760024198168
CRABP2	1382	2.05155238648818	2.27668795922947e-06
CREB3L3	84699	-1.3628452888576	0.000475730989773195
CREB5	9586	1.07664137104594	0.000398254995312001
CRTAM	56253	0.588091443853788	0.0161279414806882
CSF2	1437	4.08697926101414	1.05247029675518e-11
CSF2RB	1439	1.02580310441872	0.00092438493777062
CSF3	1440	7.38993310897425	1.83122086047654e-20
CSF3R	1441	3.04580294393282	3.34634147135605e-12
CSGALNACT1	55790	1.0491454389281	0.000528287739532079
CSMD2	114784	1.23211128848248	0.00076987533862106
CST7	8530	0.865065865507212	0.000825580645863569
CTD-3080P12.3	101928857	-1.13916261641183	0.0211859258793479
CTHRC1	115908	2.16307834998838	3.67143219632735e-08
CTLA4	1493	1.07993265032455	0.0068952667401645
CTNNA2	1496	-0.651194364116516	0.0136555040506558
CTSK	1513	1.10788318882494	0.000186668067119557
CUBN	8029	-4.1701358430088	2.11931914395516e-18
CXCL1	2919	3.8580150529092	5.49638837756309e-18
CXCL10	3627	3.06606157756883	8.08511012135801e-13
CXCL11	6373	3.67051517484177	5.61138694477693e-15
CXCL17	284340	6.42000236065114	2.24948722876335e-11
CXCL2	2920	2.99210478136249	1.57426280954777e-12
CXCL3	2921	2.94180795000756	2.79458606791112e-12
CXCL5	6374	5.85927066990539	1.02955551268441e-22
CXCL6	6372	3.47346277928164	3.33195814665329e-15
CXCL9	4283	3.02580948978342	4.76656391440385e-11
CXCR1	3577	6.02085019588759	6.48017532479837e-21
CXCR2	3579	4.41166350917799	6.17831923012277e-17
CXCR2P1	3580	1.67841201535295	5.30310080971271e-07
CXCR6	10663	0.870940470679825	4.01643649361716e-05
CYBRD1	79901	-0.846076176763114	0.000876611964433026
CYP1B1	1545	0.771547639142764	0.0108191792655438
CYP26B1	56603	0.978555909438724	0.0100750293638217
CYP27B1	1594	1.25617691855331	1.72802113954289e-05
CYP2B6	1555	-0.990633645986452	0.00178565909999874
CYP2C18	1562	-0.626481650205854	0.0260391100826705
CYP2C19	1557	-1.84626493595807	1.93453288632115e-06
CYP2C8	1558	-0.944409860758704	0.022428053609805
CYP2C9	1559	-2.55451350742782	1.17911931421778e-08
CYP2D6	1565	-1.75101386505252	1.59779430666691e-05
CYP3A4	1576	-3.16874437135654	9.70965722612428e-13
CYP3A7	1551	-0.837714969712066	0.00654011165299902
CYP4F2	8529	-2.72083169985086	2.47002804849632e-10
CYP4X1	260293	0.811352721319228	0.000116353143471586
CYP7B1	9420	1.03750734795991	0.00149139162915202
CYSLTR2	57105	0.689775966242027	0.00309988209303054
CYTH4	27128	0.623237763568973	0.00919827039270782
DAB1	1600	-2.51894195494128	1.07967358461427e-09
DACT2	168002	-0.759119339501469	0.00803008370636208
DAPP1	27071	1.14782909060802	4.80517029517466e-05
DCHS2	54798	-0.635012512597965	0.0124600607888285
DEC1	50514	-0.610298694526441	0.0473585902135005
DEFA5	1670	-1.5595857510293	0.00179484474402634
DEFA6	1671	-1.50069529716238	0.00335545373023326
DEFB4A	1673	8.99350409329865	1.86121797894526e-19
DERL3	91319	1.06861226266595	0.000387138979315351
DHDH	27294	-2.46633913479334	4.72926487435359e-10
DIO2	1734	0.824160283017016	0.0140726347861536
DIRAS2	54769	-1.26135266242254	0.00150012348549503
DKK1	22943	0.874003102310452	0.0228797298747447
DMBT1	1755	2.2732892626547	4.5229714907242e-08
DMRTA1	63951	-0.896424324706127	0.00145196237485223
DNAJC5B	85479	0.645308387583678	0.0296536350338359
DNASE1	1773	-0.856944614218576	0.000238021752880473
DOC2B	8447	1.69341449680038	1.26086719654679e-07
DOK2	9046	0.604369766800269	0.00245631046196783
DOK3	79930	0.611477894307741	0.0483200061157219
DPEP1	1800	-3.48707238531761	1.18914971481606e-11
DPP4	1803	-0.806288335136465	0.00125050825502859
DRAM1	55332	0.795303157420647	0.000225789718624244
DSG3	1830	1.21414694445192	0.00567481623788222
DUOX1	53905	1.03830722899569	0.000253636685161033
DUOX2	50506	3.22613829734003	1.19999263858904e-09
DUOXA1	90527	1.37852489559131	0.00012175334917778
DUOXA2	405753	5.87866489274551	3.7587027357616e-22
DUSP14	11072	0.595885443983515	0.00240806544542255
DUSP4	1846	0.840852281588157	0.000823885422112414
DUSP5	1847	0.647437856372973	0.00366710530698041
DYSF	8291	1.16244506118009	1.3380414151139e-05
EBF3	253738	1.24911691916106	0.000760055828961469
ECSCR	641700	0.724654381348748	0.00276198446343529
EDN2	1907	-0.937137033238763	0.00365468769314016
EDNRA	1909	0.9444776544457	0.00187297398117018
EFR3B	22979	-0.735750690003204	0.000189570000143255
EGFL6	25975	4.1251275750827	3.2074848952998e-15
EGFL7	51162	0.604830661142147	0.00587396441797779
EGFR-AS1	100507500	-2.52350631525237	1.97533539162309e-11
EGLN3	112399	0.682531737525948	0.000927455719009534
EGR2	1959	1.13049238729516	0.000151808735792173
EGR3	1960	1.07536252472531	0.00145539186098335
EHD3	30845	0.58406721794792	0.0223009788288926
EIF3CL	728689	0.619377038697908	0.0169410254642842
ELOVL2	54898	1.2178738225575	0.00129434751541453
ENG	2022	0.656676034350933	0.00353948124751743
ENKUR	219670	2.12755138315341	3.93017795083558e-09
ENPEP	2028	-3.95744032407734	9.11993784429116e-19
ENPP7	339221	-2.75311928789149	5.16162558428129e-08
ENTPD3	956	1.14399795345863	0.00032448268747677
EPHB1	2047	1.4667432656004	7.65197731076774e-06
ERAP2	64167	1.26209493772323	0.000563971645568482
ERP27	121506	0.66332212292164	0.0138007958135926
ESM1	11082	1.25483885807856	0.0010682625885284
ESPNP	284729	-1.04388897023818	0.00733858066924003
ESRRG	2104	-1.23878725235159	1.98678860168604e-05
ETV7	51513	1.02540855025825	1.2718981839774e-07
EVA1A	84141	1.02742540292422	0.000578937129676342
F13A1	2162	-0.637519963749359	0.0218003953229585
F2RL2	2151	0.86265857298114	0.00752393430198894
FABP6	2172	-4.37353451601763	1.4376466954097e-13
FADS1	3992	1.02330831695546	0.000184946967885438
FADS2	9415	0.628249749069594	0.0386134850182721
FADS6	283985	-1.5592313380489	0.000498114051756625
FAM151A	338094	-1.86580567898367	2.27638976415349e-05
FAM167B	84734	1.105297273957	4.44758440670572e-06
FAM169B	283777	0.819386315659828	0.0451148450796238
FAM20A	54757	1.91973876875098	2.53957077981285e-07
FAM225A	286333	1.13102150349091	0.000479815012958557
FAM83A	84985	3.30161425443434	9.21966226370124e-12
FAM92B	339145	1.8279448038304	2.58273338886277e-05
FAP	2191	3.0899946004065	2.7603273216697e-11
FBN1	2200	0.631036617539874	0.0171201224203604
FBXO6	26270	0.866653711790077	3.07174229761798e-08
FCAR	2204	6.05330663394075	3.77634254176745e-16
FCER1A	2205	-0.674598585948257	0.00702356232709183
FCER1G	2207	0.684519193552379	0.00476881516276452
FCGR1A	2209	2.13615924774307	4.21580058541611e-08
FCGR1B	2210	2.35169886393824	6.82959991595416e-08
FCGR2A	2212	0.935251692469238	0.00446667346884706
FCGR3A	2214	1.92116487022868	1.90876501705124e-07
FCGR3B	2215	6.23678038260276	2.23838517854747e-25
FCN1	2219	3.09278531891053	3.89081211148705e-11
FCN3	8547	3.3986713749748	1.21851936499432e-10
FCRL5	83416	0.848137300523165	0.0222732484177082
FER1L4	80307	1.49415379941884	5.07555083038918e-05
FFAR2	2867	2.59295491898482	1.24049649683569e-12
FGF10	2255	1.31651258571828	0.00033172290934968
FGF7	2252	0.889931718787649	0.00652627937205607
FGF9	2254	-0.754291408259336	0.00035027155437529
FGFBP1	9982	0.726295992807857	0.0448336635322086
FGR	2268	1.46547447002614	5.01404719986057e-06
FHL5	9457	0.701124801574478	0.00812231780426563
FIBIN	387758	1.54059923948434	7.78278635935868e-05
FJX1	24147	1.30136410755083	0.000198511722624301
FKBP10	60681	0.621174463584614	0.00747868369634194
FKBP11	51303	0.824298854307652	5.65067731889296e-05
FLNC	2318	0.601077346751994	0.0225007480924542
FLVCR1	28982	-0.917309033206102	5.73847139594757e-05
FMNL1	752	0.598819399072837	0.0214624712145722
FMO1	2326	-2.0568058491962	0.000363693424200806
FMO2	2327	1.94547730783164	1.40326769461422e-05
FMO3	2328	1.93868736870445	7.27901203346137e-06
FNDC4	64838	0.637423929574776	0.0186148872969951
FOLH1	2346	-1.49952955698871	0.00214706146831352
FOSL1	8061	1.85804064433675	6.03913023763364e-05
FOXC1	2296	0.674182652352356	0.00723857353846082
FOXP3	50943	1.16552831167507	0.000946283061046665
FOXQ1	94234	1.5137338624289	0.000131183780043576
FPR1	2357	4.05700001325411	2.77400897384301e-16
FPR2	2358	5.67377341253871	3.71134414595365e-21
FRAS1	80144	-0.580062179205523	0.0157197691960887
FREM1	158326	-1.25572753272556	1.10490533217617e-05
FREM2	341640	-0.777846848029488	0.00314246387800592
FRMPD1	22844	-0.678778223649711	0.0451432416083503
FSCN1	6624	0.634861686639079	0.0195750020870277
FSTL1	11167	0.6724085755508	0.00489484107349135
FUT7	2529	1.02449059959912	0.00498447569561258
FZD10	11211	0.685626454555124	0.0218312914280341
G0S2	50486	1.53187646678335	5.45297242956516e-05
G6PC	2538	-5.04983322623597	1.57691829460619e-18
GABRA4	2557	0.738462262614646	0.00789620939839892
GABRB3	2562	-0.788806333446377	0.0125625806971322
GALNT13	114805	-2.22648119240778	2.74140225850418e-10
GALNT14	79623	-0.834117205534671	0.016190470973489
GALNT15	117248	1.25613166572376	0.000385261025408928
GALNT18	374378	0.604367618088345	8.79114439067203e-05
GALNTL6	442117	0.814095558535702	0.0304793105563744
GAPDHP40	100131743	0.72027408484211	0.0109651746155334
GAPDHP63	442231	0.617461346610519	0.00205589948124157
GAS1	2619	2.99343777998339	2.7297359752277e-09
GATM	2628	-0.912945429737457	9.60596797722201e-05
GBA3	57733	-1.85644823542209	3.4202671322336e-07
GBP1	2633	1.99046392183007	2.15562838853758e-12
GBP1P1	400759	1.65328638814176	7.24710857550225e-07
GBP2	2634	0.883662668343552	6.01078061759444e-08
GBP4	115361	1.41481203480987	2.77960333663121e-07
GBP5	115362	2.1521598669431	3.6066179452548e-09
GCNT4	51301	-1.28996430037268	9.75936707862452e-06
GFPT2	9945	1.31962051441463	0.000478323338752135
GFRA1	2674	-0.593071947922111	0.0183615702966623
GJA4	2701	0.871156207049139	0.00355551439391139
GJA5	2702	1.51130571050687	1.46190704928884e-06
GJB5	2709	1.25447460593325	0.0247557182247852
GJC1	10052	0.917442216406653	0.00226762647197748
GJD3	125111	0.945921114307163	0.000255752096739127
GLRX	2745	0.591469194516509	0.00102933393894288
GLT1D1	144423	2.83296633401746	4.68883927867463e-08
GLYATL1	92292	1.63143721460262	3.46677032853553e-06
GMPR	2766	0.749701615261142	2.47846936312712e-05
GNA15	2769	1.20375288767042	4.35669048620296e-06
GNG12-AS1	100289178	-0.664247104650699	0.0131637774610519
GNG4	2786	-0.743671833327014	0.00497515363453077
GNLY	10578	0.769829813039592	0.00331450862619776
GOLT1A	127845	-0.916439027674038	0.000140686447014814
GPD1	2819	-1.74595602621562	3.42543790356805e-08
GPR132	29933	0.691284277679707	0.00813288242869434
GPR141	353345	0.680098628730873	0.0109369514938762
GPR171	29909	0.688396768895176	0.000771342596114457
GPR176	11245	0.943992711252034	0.00306097478025859
GPR4	2828	1.21256297537529	0.000180187390815292
GPR68	8111	0.7260803381431	0.00233604074445025
GPR84	53831	2.49392491213502	1.23236058333786e-07
GPX8	493869	0.670139981787756	0.0013847877449135
GRAMD1B	57476	-0.919253488797226	0.000884363543780225
GREB1	9687	0.744235743724368	0.0164215512620112
GREB1L	80000	-1.54558962812627	3.06124915539305e-06
GREM1	26585	0.943965731556786	0.0185954300892284
GRHL1	29841	0.768461703076723	0.00112404573485381
GRHL3	57822	2.03544798673569	1.18388138052918e-09
GRIA4	2893	-0.717002171564521	0.00430779539275351
GRIK2	2898	-0.840050257414894	0.000888247553492374
GRIN2D	2906	1.24208994550115	7.28115712207341e-05
GRIN3A	116443	1.43663334417487	1.12339260541044e-05
GSTA1	2938	-2.78743609506742	6.17406973447969e-13
GSTA2	2939	-3.98219235522939	7.73580177187677e-15
GZMB	3002	2.46518052455594	9.38057189453909e-11
GZMH	2999	1.44282966602015	2.28216329605137e-07
H19	283120	1.53886873790135	6.06705110312391e-05
HAL	3034	0.729646961015546	0.00704523447538214
HAPLN3	145864	1.9936306034919	1.73268079790748e-07
HBEGF	1839	0.74964062809064	0.0322841206251907
HCAR2	338442	5.03500767026568	4.62256464952023e-22
HCAR3	8843	6.48155141526882	1.94408024429759e-27
HCK	3055	0.682612045450471	0.00148990359806213
HEBP1	50865	-0.718277462166624	9.30550788384294e-05
HELZ2	85441	0.618209691612765	0.000317866827806566
HGF	3082	1.11269525506562	0.000312792579040844
HIF1A	3091	0.662253888262381	0.000194962543211542
HK2	3099	0.719075258943257	0.0106674636089308
HK2P1	642546	0.832315409439623	0.000245283834431696
HK3	3101	1.85449692562798	2.88476362705574e-09
HLA-DQB1	3119	0.584163267730334	0.030276167219531
HLA-F	3134	0.855914738210471	1.21196313080632e-06
HLA-H	3136	0.803968577666948	0.00345862777558723
HLA-L	3139	0.981220089726544	0.000164180970056704
HMCN2	256158	0.665945571181163	0.000820252032777805
HNRNPA1P21	344697	1.18616081371369	0.000146801737190698
HOXC11	3227	-1.55087725459885	0.00396809826813486
HOXC6	3223	-1.03745074088653	0.00228462556941637
HOXC8	3224	-1.00578108999647	0.00788378257171336
HRH2	3274	1.47927592181345	5.46086711117199e-05
HRH4	59340	1.55132763633738	7.93044841505685e-06
HRK	8739	-0.76968936425039	0.0126640404390913
HSD11B1	3290	1.86123738305599	4.52265247576767e-06
HSD3B1	3283	-1.92708145903665	6.09518284450921e-06
HSPA12B	116835	0.600233237221434	0.00519769856708368
HSPA6	3310	0.838020345000863	0.00810572410681605
HSPB7	27129	0.785950213246291	0.00666861244018305
HTR1D	3352	-1.1970727964002	0.00233533953638727
HTRA3	94031	1.13931941421078	0.000232606721691557
HTRA4	203100	1.28233442254722	0.00121470771039337
HYAL1	3373	0.96078909815886	6.20239007344617e-05
ICAM1	3383	1.4568036507494	3.68724059803992e-07
ICAM4	3386	0.582893190831253	0.0246353188714166
ICOS	29851	0.673941216842901	0.0435183202363207
IDO1	3620	3.58045525328504	2.10988018022651e-16
IDO2	169355	1.1464967408454	0.00279441016100949
IFI44	10561	0.753461275696675	0.000322569789252357
IFI44L	10964	1.13163718294334	0.000124634457127529
